ANM	Sex	groupName	AP	Slice	Name	CCF_ID	tau	new_names
BM8	male	rule	167.613444239037	17	Inferior colliculus, external nucleus	828	4.40543794631958	Midbrain
BM8	male	rule	421.190577345871	4	Infralimbic area, layer 1	707	5.36375284194946	Isocortex
BM8	male	rule	421.190577345871	4	Infralimbic area, layer 2/3	556	4.68137311935425	Isocortex
BM8	male	rule	401.737732567245	5	Infralimbic area, layer 5	827	4.37192249298096	Isocortex
BM8	male	rule	401.737732567245	5	Infralimbic area, layer 6a	1054	4.099693775177	Isocortex
BM8	male	rule	383.290810955127	6	Infralimbic area, layer 6b	1081	4.10537385940552	Isocortex
BM8	male	rule	305.352727556611	10	Interanterodorsal nucleus of the thalamus	1113	4.46268844604492	Thalamus
BM8	male	rule	297.35732483064	11	Interanteromedial nucleus of the thalamus	1120	4.50226736068726	Thalamus
BM8	male	rule	305.352727556611	10	Intercalated amygdalar nucleus	1105	4.33382368087769	Striatum
BM8	male	rule	297.35732483064	11	Intermediodorsal nucleus of the thalamus	59	4.39482641220093	Thalamus
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus	100	4.66853427886963	Midbrain
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus, apical	607344842	3.8287079334259	Midbrain
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus, caudal	607344838	4.50050258636475	Midbrain
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus, dorsolateral	607344858	4.45876169204712	Midbrain
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus, dorsomedial	607344854	4.03709030151367	Midbrain
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus, intermediate	607344850	4.48955392837524	Midbrain
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus, lateral	607344846	4.67500066757202	Midbrain
BM8	male	rule	192.558337590937	16	Interpeduncular nucleus, rostral	607344834	4.21583271026611	Midbrain
BM8	male	rule	270.450419086104	12	Lateral amygdalar nucleus	131	4.32387781143188	Cortical subplate
BM8	male	rule	297.35732483064	11	Lateral dorsal nucleus of thalamus	155	4.62239074707031	Thalamus
BM8	male	rule	270.450419086104	12	Lateral posterior nucleus of the thalamus	218	4.71216726303101	Thalamus
BM8	male	rule	345.835961637845	8	Lateral preoptic area	226	4.52153873443604	Hypothalamus
BM8	male	rule	345.835961637845	8	Lateral septal nucleus, caudal (caudodorsal) part	250	4.12076997756958	Striatum
BM8	male	rule	363.698242075183	7	Lateral septal nucleus, rostral (rostroventral) part	258	4.04178380966187	Striatum
BM8	male	rule	363.698242075183	7	Lateral septal nucleus, ventral part	266	3.99193811416626	Striatum
BM8	male	rule	220.102943528041	15	Lateral visual area, layer 1	421	5.24354887008667	Isocortex
BM8	male	rule	220.102943528041	15	Lateral visual area, layer 2/3	973	4.90076732635498	Isocortex
BM8	male	rule	220.102943528041	15	Lateral visual area, layer 4	573	5.05592966079712	Isocortex
BM8	male	rule	220.102943528041	15	Lateral visual area, layer 5	613	4.88553714752197	Isocortex
BM8	male	rule	220.102943528041	15	Lateral visual area, layer 6a	74	4.52365922927856	Isocortex
BM8	male	rule	220.102943528041	15	Lateral visual area, layer 6b	121	4.53133392333984	Isocortex
BM8	male	rule	220.102943528041	15	Laterointermediate area, layer 1	312782578	5.46270608901978	Isocortex
BM8	male	rule	220.102943528041	15	Laterointermediate area, layer 2/3	312782582	4.99209308624268	Isocortex
BM8	male	rule	220.102943528041	15	Laterointermediate area, layer 4	312782586	4.96105670928955	Isocortex
BM8	male	rule	220.102943528041	15	Laterointermediate area, layer 5	312782590	4.89400672912598	Isocortex
BM8	male	rule	220.102943528041	15	Laterointermediate area, layer 6a	312782594	4.56465148925781	Isocortex
BM8	male	rule	220.102943528041	15	Laterointermediate area, layer 6b	312782598	4.78341579437256	Isocortex
BM8	male	rule	104.28687710576	20	Lingula (I)	912	4.66041374206543	Cerebellum
BM8	male	rule	130.244600929466	19	Lobule II	976	4.79328203201294	Cerebellum
BM8	male	rule	104.28687710576	20	Lobule III	984	4.78143215179443	Cerebellum
BM8	male	rule	130.244600929466	19	Lobules IV-V	1091	4.82253837585449	Cerebellum
BM8	male	rule	325.304122822738	9	Magnocellular nucleus	298	4.39033508300781	Pallidum
BM8	male	rule	480.050685962367	1	Main olfactory bulb	507	3.64804244041443	Olfactory areas
BM8	male	rule	297.35732483064	11	Medial amygdalar nucleus	403	4.14270162582397	Striatum
BM8	male	rule	241.343731549411	14	Medial geniculate complex, dorsal part	1072	4.68631076812744	Thalamus
BM8	male	rule	241.343731549411	14	Medial geniculate complex, medial part	1088	4.63083076477051	Thalamus
BM8	male	rule	241.343731549411	14	Medial geniculate complex, ventral part	1079	4.61536121368408	Thalamus
BM8	male	rule	220.102943528041	15	Medial mammillary nucleus, lateral part	606826647	4.72178173065186	Hypothalamus
BM8	male	rule	220.102943528041	15	Medial mammillary nucleus, medial part	606826651	4.28163528442383	Hypothalamus
BM8	male	rule	220.102943528041	15	Medial mammillary nucleus, median part	732	4.25661754608154	Hypothalamus
BM8	male	rule	345.835961637845	8	Medial preoptic area	523	4.33611011505127	Hypothalamus
BM8	male	rule	325.304122822738	9	Medial preoptic nucleus	515	4.12048673629761	Hypothalamus
BM8	male	rule	241.343731549411	14	Medial pretectal area	531	4.57857608795166	Midbrain
BM8	male	rule	363.698242075183	7	Medial septal nucleus	564	4.48103475570679	Pallidum
BM8	male	rule	305.352727556611	10	Mediodorsal nucleus of thalamus	362	4.48830604553223	Thalamus
BM8	male	rule	147.354051733526	18	Medulla	354	4.92805290222168	Medulla
BM8	male	rule	261.021782950834	13	Midbrain	313	4.65973567962646	Midbrain
BM8	male	rule	241.343731549411	14	Midbrain reticular nucleus	128	4.69969797134399	Midbrain
BM8	male	rule	84.8549325200318	22	Nodulus (X)	968	4.35070419311523	Cerebellum
BM8	male	rule	383.290810955127	6	Nucleus accumbens	56	4.03825235366821	Striatum
BM8	male	rule	305.352727556611	10	Nucleus of reuniens	181	4.3698558807373	Thalamus
BM8	male	rule	192.558337590937	16	Nucleus of the brachium of the inferior colliculus	580	4.81660747528076	Midbrain
BM8	male	rule	167.613444239037	17	Nucleus of the lateral lemniscus	612	4.924485206604	Pons
BM8	male	rule	297.35732483064	11	Nucleus of the lateral olfactory tract, layer 3	1139	3.7908194065094	Olfactory areas
BM8	male	rule	297.35732483064	11	Nucleus of the lateral olfactory tract, molecular layer	260	4.21217346191406	Olfactory areas
BM8	male	rule	297.35732483064	11	Nucleus of the lateral olfactory tract, pyramidal layer	268	3.36989164352417	Olfactory areas
BM8	male	rule	95.3839786665745	21	Nucleus of the solitary tract	651	4.35705232620239	Medulla
BM8	male	rule	167.613444239037	17	Nucleus sagulum	271	4.64194679260254	Midbrain
BM8	male	rule	480.050685962367	1	Olfactory areas	698	4.20367813110352	Olfactory areas
BM8	male	rule	383.290810955127	6	Olfactory tubercle	754	4.04261445999146	Striatum
BM8	male	rule	461.089882938252	2	Orbital area, lateral part, layer 1	448	5.12047958374023	Isocortex
BM8	male	rule	439.529774647679	3	Orbital area, lateral part, layer 2/3	412	4.52138757705688	Isocortex
BM8	male	rule	439.529774647679	3	Orbital area, lateral part, layer 5	630	4.40064382553101	Isocortex
BM8	male	rule	421.190577345871	4	Orbital area, lateral part, layer 6a	440	4.25466108322144	Isocortex
BM8	male	rule	401.737732567245	5	Orbital area, lateral part, layer 6b	488	4.11668395996094	Isocortex
BM8	male	rule	461.089882938252	2	Orbital area, medial part, layer 1	484	5.21765899658203	Isocortex
BM8	male	rule	439.529774647679	3	Orbital area, medial part, layer 2/3	582	4.96614074707031	Isocortex
BM8	male	rule	439.529774647679	3	Orbital area, medial part, layer 5	620	4.55233287811279	Isocortex
BM8	male	rule	421.190577345871	4	Orbital area, medial part, layer 6a	910	4.1782078742981	Isocortex
BM8	male	rule	401.737732567245	5	Orbital area, medial part, layer 6b	527696977	4.19185066223145	Isocortex
BM8	male	rule	461.089882938252	2	Orbital area, ventrolateral part, layer 1	969	5.04587364196777	Isocortex
BM8	male	rule	439.529774647679	3	Orbital area, ventrolateral part, layer 2/3	288	5.06943655014038	Isocortex
BM8	male	rule	439.529774647679	3	Orbital area, ventrolateral part, layer 5	1125	4.64490175247192	Isocortex
BM8	male	rule	421.190577345871	4	Orbital area, ventrolateral part, layer 6a	608	4.29294490814209	Isocortex
BM8	male	rule	401.737732567245	5	Orbital area, ventrolateral part, layer 6b	680	3.99416828155518	Isocortex
BM8	male	rule	363.698242075183	7	Pallidum	803	4.5436692237854	Pallidum
BM8	male	rule	167.613444239037	17	Parabigeminal nucleus	874	4.28328275680542	Midbrain
BM8	male	rule	147.354051733526	18	Parabrachial nucleus	867	4.47084140777588	Pons
BM8	male	rule	270.450419086104	12	Paracentral nucleus	907	4.56565809249878	Thalamus
BM8	male	rule	261.021782950834	13	Parafascicular nucleus	930	4.44643068313599	Thalamus
BM8	male	rule	130.244600929466	19	Paraflocculus	1041	4.72007036209106	Cerebellum
BM8	male	rule	95.3839786665745	21	Paramedian lobule	1025	4.81464862823486	Cerebellum
BM8	male	rule	104.28687710576	20	Parapyramidal nucleus	1069	4.74850225448608	Medulla
BM8	male	rule	325.304122822738	9	Parastrial nucleus	1109	4.32808494567871	Hypothalamus
BM8	male	rule	167.613444239037	17	Parasubiculum	843	4.41543388366699	Hippocampal formation
BM8	male	rule	261.021782950834	13	Parasubthalamic nucleus	364	4.37294292449951	Hypothalamus
BM8	male	rule	305.352727556611	10	Parataenial nucleus	15	4.40625905990601	Thalamus
BM8	male	rule	305.352727556611	10	Paraventricular hypothalamic nucleus	38	4.25435638427734	Hypothalamus
BM8	male	rule	270.450419086104	12	Paraventricular hypothalamic nucleus, descending division	63	4.40520572662354	Hypothalamus
BM8	male	rule	305.352727556611	10	Paraventricular nucleus of the thalamus	149	4.30133724212646	Thalamus
BM8	male	rule	241.343731549411	14	Periaqueductal gray	795	4.54752683639526	Midbrain
BM8	male	rule	297.35732483064	11	Perifornical nucleus	576073704	4.52385711669922	Hypothalamus
BM8	male	rule	220.102943528041	15	Peripeduncular nucleus	1044	4.56295204162598	Thalamus
BM8	male	rule	297.35732483064	11	Perireunensis nucleus	1077	4.44814586639404	Thalamus
BM8	male	rule	261.021782950834	13	Perirhinal area, layer 1	540	5.17830371856689	Isocortex
BM8	male	rule	261.021782950834	13	Perirhinal area, layer 2/3	888	4.51215171813965	Isocortex
BM8	male	rule	261.021782950834	13	Perirhinal area, layer 5	692	4.5792760848999	Isocortex
BM8	male	rule	261.021782950834	13	Perirhinal area, layer 6a	335	4.31492948532104	Isocortex
BM8	male	rule	220.102943528041	15	Perirhinal area, layer 6b	368	4.48383808135986	Isocortex
BM8	male	rule	401.737732567245	5	Piriform area	961	4.25435733795166	Olfactory areas
BM8	male	rule	305.352727556611	10	Piriform-amygdalar area	788	4.5647144317627	Olfactory areas
BM8	male	rule	192.558337590937	16	Pons	771	4.76214456558228	Pons
BM8	male	rule	241.343731549411	14	Posterior amygdalar nucleus	780	4.12423467636108	Cortical subplate
BM8	male	rule	241.343731549411	14	Posterior auditory area, layer 1	696	5.57059097290039	Isocortex
BM8	male	rule	241.343731549411	14	Posterior auditory area, layer 2/3	643	5.00021266937256	Isocortex
BM8	male	rule	241.343731549411	14	Posterior auditory area, layer 4	759	4.88062286376953	Isocortex
BM8	male	rule	241.343731549411	14	Posterior auditory area, layer 5	791	4.83052730560303	Isocortex
BM8	male	rule	241.343731549411	14	Posterior auditory area, layer 6a	249	4.42289972305298	Isocortex
BM8	male	rule	241.343731549411	14	Posterior auditory area, layer 6b	456	4.54020643234253	Isocortex
BM8	male	rule	270.450419086104	12	Posterior complex of the thalamus	1020	4.65210628509521	Thalamus
BM8	male	rule	261.021782950834	13	Posterior hypothalamic nucleus	946	4.45216751098633	Hypothalamus
BM8	male	rule	220.102943528041	15	Posterior intralaminar thalamic nucleus	560581563	4.57457590103149	Thalamus
BM8	male	rule	261.021782950834	13	Posterior limiting nucleus of the thalamus	1029	4.52444458007812	Thalamus
BM8	male	rule	167.613444239037	17	Posterolateral visual area, layer 1	750	4.79623174667358	Isocortex
BM8	male	rule	167.613444239037	17	Posterolateral visual area, layer 2/3	269	4.77244520187378	Isocortex
BM8	male	rule	167.613444239037	17	Posterolateral visual area, layer 4	869	5.13090848922729	Isocortex
BM8	male	rule	167.613444239037	17	Posterolateral visual area, layer 5	902	4.78225421905518	Isocortex
BM8	male	rule	167.613444239037	17	Posterolateral visual area, layer 6a	377	4.44175815582275	Isocortex
BM8	male	rule	167.613444239037	17	Posterolateral visual area, layer 6b	393	4.49084949493408	Isocortex
BM8	male	rule	220.102943528041	15	Postpiriform transition area	566	4.35950613021851	Olfactory areas
BM8	male	rule	192.558337590937	16	Postrhinal area, layer 1	312782632	5.13247442245483	Isocortex
BM8	male	rule	192.558337590937	16	Postrhinal area, layer 2/3	312782636	4.74258995056152	Isocortex
BM8	male	rule	192.558337590937	16	Postrhinal area, layer 4	312782640	4.57907772064209	Isocortex
BM8	male	rule	192.558337590937	16	Postrhinal area, layer 5	312782644	4.49834394454956	Isocortex
BM8	male	rule	192.558337590937	16	Postrhinal area, layer 6a	312782648	4.19327783584595	Isocortex
BM8	male	rule	192.558337590937	16	Postrhinal area, layer 6b	312782652	4.82033824920654	Isocortex
BM8	male	rule	241.343731549411	14	Postsubiculum	1037	4.55564832687378	Hippocampal formation
BM8	male	rule	261.021782950834	13	Precommissural nucleus	50	4.49546432495117	Midbrain
BM8	male	rule	439.529774647679	3	Prelimbic area, layer 1	171	5.51558303833008	Isocortex
BM8	male	rule	439.529774647679	3	Prelimbic area, layer 2/3	304	4.81380367279053	Isocortex
BM8	male	rule	439.529774647679	3	Prelimbic area, layer 5	363	4.54354381561279	Isocortex
BM8	male	rule	421.190577345871	4	Prelimbic area, layer 6a	84	4.14516258239746	Isocortex
BM8	male	rule	401.737732567245	5	Prelimbic area, layer 6b	132	4.1445951461792	Isocortex
BM8	male	rule	192.558337590937	16	Presubiculum	1084	4.50898694992065	Hippocampal formation
BM8	male	rule	261.021782950834	13	Primary auditory area, layer 1	735	5.31248569488525	Isocortex
BM8	male	rule	261.021782950834	13	Primary auditory area, layer 2/3	251	4.89947175979614	Isocortex
BM8	male	rule	261.021782950834	13	Primary auditory area, layer 4	816	4.74797201156616	Isocortex
BM8	male	rule	261.021782950834	13	Primary auditory area, layer 5	847	4.77576971054077	Isocortex
BM8	male	rule	261.021782950834	13	Primary auditory area, layer 6a	954	4.33239078521729	Isocortex
BM8	male	rule	261.021782950834	13	Primary auditory area, layer 6b	1005	4.424880027771	Isocortex
BM8	male	rule	421.190577345871	4	Primary motor area, Layer 1	320	5.54069328308105	Isocortex
BM8	male	rule	421.190577345871	4	Primary motor area, Layer 2/3	943	4.88763666152954	Isocortex
BM8	male	rule	421.190577345871	4	Primary motor area, Layer 5	648	4.57303190231323	Isocortex
BM8	male	rule	401.737732567245	5	Primary motor area, Layer 6a	844	4.19497299194336	Isocortex
BM8	male	rule	383.290810955127	6	Primary motor area, Layer 6b	882	4.36387729644775	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, barrel field, layer 1	981	5.16163063049316	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, barrel field, layer 2/3	201	4.68350839614868	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, barrel field, layer 4	1047	4.43205642700195	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, barrel field, layer 5	1070	4.65384912490845	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, barrel field, layer 6a	1038	4.30790662765503	Isocortex
BM8	male	rule	297.35732483064	11	Primary somatosensory area, barrel field, layer 6b	1062	4.24783992767334	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, lower limb, layer 1	1030	5.56429386138916	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, lower limb, layer 2/3	113	4.82004499435425	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, lower limb, layer 4	1094	4.64790344238281	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, lower limb, layer 5	1128	4.51629209518433	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, lower limb, layer 6a	478	4.26862812042236	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, lower limb, layer 6b	510	4.54718446731567	Isocortex
BM8	male	rule	383.290810955127	6	Primary somatosensory area, mouth, layer 1	878	5.25848913192749	Isocortex
BM8	male	rule	383.290810955127	6	Primary somatosensory area, mouth, layer 2/3	657	4.61153411865234	Isocortex
BM8	male	rule	383.290810955127	6	Primary somatosensory area, mouth, layer 4	950	4.45243072509766	Isocortex
BM8	male	rule	383.290810955127	6	Primary somatosensory area, mouth, layer 5	974	4.56583547592163	Isocortex
BM8	male	rule	363.698242075183	7	Primary somatosensory area, mouth, layer 6a	1102	4.27907180786133	Isocortex
BM8	male	rule	363.698242075183	7	Primary somatosensory area, mouth, layer 6b	2	4.27409696578979	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, nose, layer 1	558	5.22764587402344	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, nose, layer 2/3	838	4.67505979537964	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, nose, layer 4	654	4.36195755004883	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, nose, layer 5	702	4.63217830657959	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, nose, layer 6a	889	4.26605081558228	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, nose, layer 6b	929	4.20282697677612	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, trunk, layer 1	1006	5.13337421417236	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, trunk, layer 2/3	670	4.70731163024902	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, trunk, layer 4	1086	4.65687561035156	Isocortex
BM8	male	rule	305.352727556611	10	Primary somatosensory area, trunk, layer 5	1111	4.41865730285645	Isocortex
BM8	male	rule	297.35732483064	11	Primary somatosensory area, trunk, layer 6a	9	4.304283618927	Isocortex
BM8	male	rule	297.35732483064	11	Primary somatosensory area, trunk, layer 6b	461	4.35323238372803	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, unassigned, layer 1	182305693	5.36220741271973	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, unassigned, layer 2/3	182305697	4.84099054336548	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, unassigned, layer 4	182305701	4.54158735275269	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, unassigned, layer 5	182305705	4.65808343887329	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, unassigned, layer 6a	182305709	4.24797296524048	Isocortex
BM8	male	rule	325.304122822738	9	Primary somatosensory area, unassigned, layer 6b	182305713	4.24789333343506	Isocortex
BM8	male	rule	363.698242075183	7	Primary somatosensory area, upper limb, layer 1	450	5.62463808059692	Isocortex
BM8	male	rule	363.698242075183	7	Primary somatosensory area, upper limb, layer 2/3	854	4.89001512527466	Isocortex
BM8	male	rule	363.698242075183	7	Primary somatosensory area, upper limb, layer 4	577	4.56092596054077	Isocortex
BM8	male	rule	363.698242075183	7	Primary somatosensory area, upper limb, layer 5	625	4.63382768630981	Isocortex
BM8	male	rule	363.698242075183	7	Primary somatosensory area, upper limb, layer 6a	945	4.27499294281006	Isocortex
BM8	male	rule	345.835961637845	8	Primary somatosensory area, upper limb, layer 6b	1026	4.21286153793335	Isocortex
BM8	male	rule	261.021782950834	13	Primary visual area, layer 1	593	4.99695682525635	Isocortex
BM8	male	rule	261.021782950834	13	Primary visual area, layer 2/3	821	4.75351572036743	Isocortex
BM8	male	rule	261.021782950834	13	Primary visual area, layer 4	721	4.82707452774048	Isocortex
BM8	male	rule	261.021782950834	13	Primary visual area, layer 5	778	4.66936159133911	Isocortex
BM8	male	rule	261.021782950834	13	Primary visual area, layer 6a	33	4.2856240272522	Isocortex
BM8	male	rule	261.021782950834	13	Primary visual area, layer 6b	305	4.21232748031616	Isocortex
BM8	male	rule	261.021782950834	13	Prosubiculum	484682470	4.58429431915283	Hippocampal formation
BM8	male	rule	65.8305142676325	23	Pyramus (VIII)	951	4.72411584854126	Cerebellum
BM8	male	rule	297.35732483064	11	Retrochiasmatic area	173	4.68381547927856	Hypothalamus
BM8	male	rule	305.352727556611	10	Retrosplenial area, dorsal part, layer 1	442	4.88325643539429	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, dorsal part, layer 2/3	434	4.75881671905518	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, dorsal part, layer 5	610	4.73287677764893	Isocortex
BM8	male	rule	297.35732483064	11	Retrosplenial area, dorsal part, layer 6a	274	4.49312877655029	Isocortex
BM8	male	rule	297.35732483064	11	Retrosplenial area, dorsal part, layer 6b	330	4.49233150482178	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, lateral agranular part, layer 1	671	4.83383083343506	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, lateral agranular part, layer 2/3	965	4.7763991355896	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, lateral agranular part, layer 5	774	4.67713975906372	Isocortex
BM8	male	rule	297.35732483064	11	Retrosplenial area, lateral agranular part, layer 6a	906	4.38097620010376	Isocortex
BM8	male	rule	297.35732483064	11	Retrosplenial area, lateral agranular part, layer 6b	279	4.45526313781738	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, ventral part, layer 1	542	4.7576584815979	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, ventral part, layer 2/3	430	4.66344356536865	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, ventral part, layer 5	687	4.71706485748291	Isocortex
BM8	male	rule	305.352727556611	10	Retrosplenial area, ventral part, layer 6a	590	4.57190275192261	Isocortex
BM8	male	rule	297.35732483064	11	Retrosplenial area, ventral part, layer 6b	622	4.4339771270752	Isocortex
BM8	male	rule	297.35732483064	11	Rhomboid nucleus	189	4.43868684768677	Thalamus
BM8	male	rule	270.450419086104	12	Rostrolateral area, layer 1	312782604	5.56846523284912	Isocortex
BM8	male	rule	270.450419086104	12	Rostrolateral area, layer 2/3	312782608	5.08703851699829	Isocortex
BM8	male	rule	270.450419086104	12	Rostrolateral area, layer 4	312782612	4.80916595458984	Isocortex
BM8	male	rule	261.021782950834	13	Rostrolateral area, layer 5	312782616	4.93967771530151	Isocortex
BM8	male	rule	261.021782950834	13	Rostrolateral area, layer 6a	312782620	4.6095142364502	Isocortex
BM8	male	rule	261.021782950834	13	Rostrolateral area, layer 6b	312782624	4.52955961227417	Isocortex
BM8	male	rule	439.529774647679	3	Secondary motor area, layer 1	656	5.41845083236694	Isocortex
BM8	male	rule	439.529774647679	3	Secondary motor area, layer 2/3	962	4.87015151977539	Isocortex
BM8	male	rule	439.529774647679	3	Secondary motor area, layer 5	767	4.63714599609375	Isocortex
BM8	male	rule	421.190577345871	4	Secondary motor area, layer 6a	1021	4.20906496047974	Isocortex
BM8	male	rule	401.737732567245	5	Secondary motor area, layer 6b	1085	4.31558322906494	Isocortex
BM8	male	rule	345.835961637845	8	Septofimbrial nucleus	310	4.10080242156982	Striatum
BM8	male	rule	363.698242075183	7	Septohippocampal nucleus	333	3.4815948009491	Striatum
BM8	male	rule	130.244600929466	19	Simple lobule	1007	4.86802673339844	Cerebellum
BM8	male	rule	104.28687710576	20	Spinal nucleus of the trigeminal, oral part	445	4.6666407585144	Medulla
BM8	male	rule	383.290810955127	6	Striatum	477	4.27391815185547	Striatum
BM8	male	rule	261.021782950834	13	Subiculum	502	4.4208836555481	Hippocampal formation
BM8	male	rule	270.450419086104	12	Submedial nucleus of the thalamus	366	4.51904964447021	Thalamus
BM8	male	rule	261.021782950834	13	Subparafascicular area	609	4.53542518615723	Thalamus
BM8	male	rule	305.352727556611	10	Subparaventricular zone	347	4.32808494567871	Hypothalamus
BM8	male	rule	383.290810955127	6	Substantia innominata	342	4.41220331192017	Pallidum
BM8	male	rule	167.613444239037	17	Superior central nucleus raphe	679	4.43007516860962	Pons
BM8	male	rule	241.343731549411	14	Superior colliculus, motor related, intermediate gray layer	10	4.57403707504272	Midbrain
BM8	male	rule	241.343731549411	14	Superior colliculus, optic layer	851	4.5982084274292	Midbrain
BM8	male	rule	241.343731549411	14	Superior colliculus, superficial gray layer	842	4.67632389068604	Midbrain
BM8	male	rule	241.343731549411	14	Superior colliculus, zonal layer	834	4.81061315536499	Midbrain
BM8	male	rule	363.698242075183	7	Supplemental somatosensory area, layer 1	873	5.28245687484741	Isocortex
BM8	male	rule	363.698242075183	7	Supplemental somatosensory area, layer 2/3	806	4.710608959198	Isocortex
BM8	male	rule	363.698242075183	7	Supplemental somatosensory area, layer 4	1035	4.55501174926758	Isocortex
BM8	male	rule	345.835961637845	8	Supplemental somatosensory area, layer 5	1090	4.60954236984253	Isocortex
BM8	male	rule	345.835961637845	8	Supplemental somatosensory area, layer 6a	862	4.23324203491211	Isocortex
BM8	male	rule	345.835961637845	8	Supplemental somatosensory area, layer 6b	893	4.20625257492065	Isocortex
BM8	male	rule	241.343731549411	14	Suprageniculate nucleus	325	4.66959476470947	Thalamus
BM8	male	rule	220.102943528041	15	Supramammillary nucleus	525	5.13286542892456	Hypothalamus
BM8	male	rule	305.352727556611	10	Supraoptic nucleus	390	4.8861608505249	Hypothalamus
BM8	male	rule	421.190577345871	4	Taenia tecta, dorsal part	597	4.33152389526367	Olfactory areas
BM8	male	rule	421.190577345871	4	Taenia tecta, ventral part	605	4.16212606430054	Olfactory areas
BM8	male	rule	261.021782950834	13	Temporal association areas, layer 1	97	5.07178497314453	Isocortex
BM8	male	rule	261.021782950834	13	Temporal association areas, layer 2/3	1127	4.53276872634888	Isocortex
BM8	male	rule	261.021782950834	13	Temporal association areas, layer 4	234	4.68074607849121	Isocortex
BM8	male	rule	261.021782950834	13	Temporal association areas, layer 5	289	4.39063358306885	Isocortex
BM8	male	rule	261.021782950834	13	Temporal association areas, layer 6a	729	4.19216871261597	Isocortex
BM8	male	rule	261.021782950834	13	Temporal association areas, layer 6b	786	4.37331390380859	Isocortex
BM8	male	rule	305.352727556611	10	Thalamus	549	4.60996913909912	Thalamus
BM8	male	rule	325.304122822738	9	Triangular nucleus of septum	581	3.87144374847412	Pallidum
BM8	male	rule	270.450419086104	12	Tuberal nucleus	614	4.52939319610596	Hypothalamus
BM8	male	rule	241.343731549411	14	Tuberomammillary nucleus, ventral part	1	4.53456401824951	Hypothalamus
BM8	male	rule	65.8305142676325	23	Uvula (IX)	957	4.48183965682983	Cerebellum
BM8	male	rule	270.450419086104	12	Ventral auditory area, layer 1	959	5.41690540313721	Isocortex
BM8	male	rule	270.450419086104	12	Ventral auditory area, layer 2/3	755	4.87834739685059	Isocortex
BM8	male	rule	270.450419086104	12	Ventral auditory area, layer 4	990	4.86146306991577	Isocortex
BM8	male	rule	261.021782950834	13	Ventral auditory area, layer 5	1023	4.67656993865967	Isocortex
BM8	male	rule	261.021782950834	13	Ventral auditory area, layer 6a	520	4.32808494567871	Isocortex
BM8	male	rule	261.021782950834	13	Ventral auditory area, layer 6b	598	4.38645648956299	Isocortex
BM8	male	rule	297.35732483064	11	Ventral medial nucleus of the thalamus	685	4.51551628112793	Thalamus
BM8	male	rule	270.450419086104	12	Ventral part of the lateral geniculate complex	178	4.57368278503418	Thalamus
BM8	male	rule	261.021782950834	13	Ventral posteromedial nucleus of the thalamus, parvicellular part	741	4.54133653640747	Thalamus
BM8	male	rule	241.343731549411	14	Ventral premammillary nucleus	1004	3.89304375648499	Hypothalamus
